"text","cmp_code","eu_code"
"or the environment.","501",NA
"They must not undermine democratic decision-making through special privileges and private courts for corporations,","202.1",NA
"and trade negotiations must be transparent and inclusive.","403",NA
"Democrats’ priority is to significantly strengthen enforcement of existing trade rules and the tools we have, including by holding countries accountable on currency manipulation and significantly expanding enforcement resources.","109",NA
"China and other countries are using unfair trade practices to tilt the playing field against American workers and businesses.","109",NA
"When they dump cheap products into our markets, subsidize state-owned enterprises, devalue currencies, and discriminate against American companies, our middle class pays the price.","704",NA
"That has to stop.","109",NA
"Democrats will use all our trade enforcement tools to hold China and other trading partners accountable—because no country should be able to manipulate their currencies to gain a competitive advantage.","109",NA
"While we believe that openness to the world economy is an important source of American leadership and dynamism,","407",NA
"we will oppose trade agreements that do not support good American jobs, raise wages,","701",NA
"and improve our national security.","104",NA
"We believe any new trade agreements must include strong and enforceable labor and environmental standards in their core text with streamlined and effective enforcement mechanisms.","416.2",NA
"Trade agreements should crack down on the unfair and illegal subsidies other countries grant their businesses at the expense of ours.","407",NA
"It should promote innovation of and access to lifesaving medicines.","411",NA
"And it should protect a free and open internet.","201.1",NA
"We should never enter into a trade agreement that prevents our government, or other governments, from putting in place rules that protect the environment, food safety, or the health of American citizens or others around the world.","416.2",NA
"These are the standards Democrats believe must be applied to all trade agreements, including the Trans-Pacific Partnership (TPP).","416.2",NA
"Bring Americans Together and Remove Barriers to Opportunities","H",NA
"Democrats believe that everyone deserves the chance to live up to his or her God-given potential.","503",NA
"We know that there are barriers standing in the way of that goal,","503",NA
"from the enduring scourge of systemic racism","503",NA
"to our deeply broken immigration system","503",NA
"to discrimination against people on the basis of sexual orientation or gender identity","503",NA
"—and we are committed to facing those problems and fixing them.","503",NA
"Being stronger together means reaching communities that have been left out and left behind for too long, from coal country to Indian Country to neighborhoods held back by multigenerational poverty.","503",NA
"In America, we do not tear each other down—we lift each other up.","503",NA
"Ending Systemic Racism","H",NA
"Democrats will fight to end institutional and systemic racism in our society.","503",NA
"We will challenge and dismantle the structures that define lasting racial, economic, political, and social inequity.","503",NA
"Democrats will promote racial justice through fair, just, and equitable governing of all public-serving institutions and in the formation of public policy.","503",NA
"Democrats support removing the Confederate battle flag from public properties, recognizing that it is a symbol of our nation's racist past that has no place in our present or our future.","503",NA
"We will push for a societal transformation to make it clear that black lives matter and that there is no place for racism in our country.","503",NA
"Closing the Racial Wealth Gap","H",NA
"America’s economic inequality problem is even more pronounced when it comes to racial and ethnic disparities in wealth and income.","503",NA
"It is unacceptable that the median wealth for African Americans and Latino Americans is roughly one-tenth that of white Americans.","503",NA
"These disparities are also stark for American Indians and certain Asian American subgroups, and may become even more significant when considering other characteristics such as age, disability status, sexual","503",NA
"The racial wealth and income gaps are the result of policies that discriminate against people of color","503",NA
"and constrain their ability to earn income and build assets to the same extent as other Americans.","503",NA
"It has accumulated over time and is made worse by ongoing policies and practices.","503",NA
"For example, African Americans and Latinos lost more than half of their net worth as a result of the housing crisis and the Great Recession, because they lost jobs at a much faster rate than white workers and because they were disproportionately targeted for subprime, predatory, and fraudulent mortgages during the run-up to the housing crisis.","503",NA
"Democrats believe it is long past time to close this racial wealth gap.","503",NA
"Disparities in wealth cannot be solved by the free market alone,","403",NA
"but instead, the federal government must play a role in eliminating systemic barriers to wealth accumulation for different racial groups","403",NA
"and improving opportunities for people from all racial and ethnic backgrounds to build wealth.","503",NA
"Federal policies must remove barriers to achieving sustainable homeownership,","503",NA
"provide for greater diversity in federal and state contracting practices,","503",NA
"incentivize and expand access to retirement investment programs,","503",NA
"increase opportunities for quality jobs and education,","503",NA
"and challenge the deeply rooted structures that perpetuate and exacerbate current disparities and ultimately stagnate the nation’s economic growth and security.","503",NA
"Reforming our Criminal Justice System","H",NA
"Democrats are committed to reforming our criminal justice system and ending mass incarceration.","605.2",NA
"Something is profoundly wrong when almost a quarter of the world’s prison population is in the United States, even though our country has less than five percent of the world’s population.","605.2",NA
"We will reform mandatory minimum sentences and close private prisons and detention centers.","605.2",NA
"Research and evidence, rather than slogans and sound bites, must guide criminal justice policies.","605.2",NA
"We will rebuild the bonds of trust between law enforcement and the communities they serve.","606.1",NA
"Across the country, there are police officers inspiring trust and confidence, honorably doing their duty, deploying creative and effective strategies, and demonstrating that it is possible to prevent crime without relying on unnecessary force.","706",NA
"They deserve our respect and support, and we should learn from those examples and build on what works.","706",NA
"We will work with police chiefs to invest in training for officers on issues such as de-escalation and the creation of national guidelines for the appropriate use of force.","605.2",NA
"We will encourage better police-community relations, require the use of body cameras, and stop the use of weapons of war that have no place in our communities.","605.2",NA
"We will end racial profiling that targets individuals solely on the basis of race, religion, ethnicity, or national origin, which is un-American and counterproductive.","503",NA
"We should report national data on policing strategies and provide greater transparency and accountability.","303",NA
"We will require the Department of Justice to investigate all questionable or suspicious police-involved shootings,","503",NA
"and we will support states and localities who help make those investigations and prosecutions more transparent, including through reforming the grand jury process.","303",NA
"We will assist states in providing a system of public defense that is adequately resourced and which meets American Bar Association standards.","503",NA
"And we will reform the civil asset forfeiture system to protect people and remove perverse incentives for law enforcement to “police for a profit.”","605.2",NA
"Instead of investing in more jails and incarceration, we need to invest more in jobs and education, and end the school-to-prison pipeline.","605.2",NA
"We will remove barriers to help formerly incarcerated individuals successfully re-enter society by “banning the box,” expanding reentry programs, and restoring voting rights.","503",NA
"We think the next President should take executive action to ban the box for federal employers and contractors, so applicants have an opportunity to demonstrate their qualifications before being asked about their criminal records.","503",NA
"The ""war on drugs"" has led to the imprisonment of millions of Americans, disproportionately people of color, without reducing drug use.","503",NA
"Whenever possible, Democrats will prioritize prevention and treatment over incarceration when tackling addiction and substance use disorder.","605.2",NA
"We will build on effective models of drug courts, veterans’ courts, and other diversionary programs that seek to give nonviolent offenders opportunities for rehabilitation as opposed to incarceration.","605.2",NA
"Because of conflicting federal and state laws concerning marijuana, we encourage the federal government to remove marijuana from the list of “Schedule 1"" federal controlled substances and to appropriately regulate it, providing a reasoned pathway for future legalization.","605.2",NA
"We believe that the states should be laboratories of democracy on the issue of marijuana, and those states that want to decriminalize it or provide access to medical marijuana should be able to do so.","301",NA
"We support policies that will allow more research on marijuana, as well as reforming our laws to allow legal marijuana businesses to exist without uncertainty.","605.2",NA
"And we recognize our current marijuana laws have had an unacceptable disparate impact in terms of arrest rates for African Americans that far outstrip arrest rates for whites, despite similar usage rates.","503",NA
"We will abolish the death penalty, which has proven to be a cruel and unusual form of punishment.","605.2",NA
"It has no place in the United States of America.","605.2",NA
"The application of the death penalty is arbitrary and unjust.","503",NA
"The cost to taxpayers far exceeds those of life imprisonment.","303",NA
"It does not deter crime.","605.1",NA
"And, exonerations show a dangerous lack of reliability for what is an irreversible punishment.","605.2",NA
"We have been inspired by the movements for criminal justice that directly address the discriminatory treatment of African Americans, Latinos, Asian Americans and Pacific Islanders, and American Indians to rebuild trust in the criminal justice system.","503",NA
"Fixing our Broken Immigration System","H",NA
"The United States was founded as, and continues to be, a country of immigrants from throughout the world.","602.2",NA
"It is no coincidence that the Statue of Liberty is one of our most profound national symbols.","602.2",NA
"And that is why Democrats believe immigration is not just a problem to be solved, it is a defining aspect of the American character and our shared history.","602.2",NA
"The Democratic Party supports legal immigration, within reasonable limits, that meets the needs of families, communities, and the economy","602.2",NA
"as well as maintains the United States’ role as a beacon of hope for people seeking safety, freedom, and security.","601.1",NA
"People should come to the United States with visas and not through smugglers.","602.2",NA
"Yet, we recognize that the current immigration system is broken.","602.2",NA
"More than 11 million people are living in the shadows, without proper documentation.","607.2",NA
"The immigration bureaucracy is full of backlogs that result in U.S. citizens waiting for decades to be reunited with family members, and green card holders waiting for years to be reunited with their spouses and minor children.","303",NA
"The current quota system discriminates against certain immigrants, including immigrants of color, and needs to be reformed to the realities of the 21st century.","503",NA
"And there are real questions about our detention and deportation policies that must be addressed.","602.2",NA
"Democrats believe we need to urgently fix our broken immigration system—which tears families apart and keeps workers in the shadows—","602.2",NA
"and create a path to citizenship for law-abiding families who are here, making a better life for their families and contributing to their communities and our country.","602.2",NA
"We should repeal the 3-year, 10-year and permanent bars, which often force persons in mixed status families into the heartbreaking dilemma of either pursuing a green card by leaving the country and their loved ones behind, or remaining in the shadows.","602.2",NA
"We will work with Congress to end the forced and prolonged expulsion from the country that these immigrants endure when trying to adjust their status.","602.2",NA
"We must fix family backlogs and defend against those who would exclude or eliminate legal immigration avenues and denigrate immigrants.","602.2",NA
"Those immigrants already living in the United States, who are assets to their communities and contribute so much to our country, should be incorporated completely into our society through legal processes that give meaning to our national motto: E Pluribus Unum.","608.2",NA
"And while we continue to fight for comprehensive immigration reform, we will defend and implement President Obama’s Deferred Action for Childhood Arrivals and Deferred Action for Parents of Americans executive actions to help DREAMers, parents of citizens, and lawful permanent residents avoid deportation.","602.2",NA
"We will build on these actions to provide relief for others, such as parents of DREAMers.","602.2",NA
"We will support efforts by states to make DREAMers eligible for driver's licenses and in-state college tuition.","503",NA
"We will invest in culturally-appropriate immigrant integration services, expand access to English language education, and promote naturalization to help the millions of people who are eligible for citizenship take that last step.","607.2",NA
"We believe immigration enforcement must be humane and consistent with our values.","605.2",NA
"We should prioritize those who pose a threat to the safety of our communities, not hardworking families who are contributing to their communities.","605.2",NA
"We will end raids and roundups of children and families, which unnecessarily sow fear in immigrant communities.","605.2",NA
"We disfavor deportations of immigrants who served in our armed forces, and we want to create a faster path for such veterans to citizenship.","605.2",NA
"We should ensure due process for those fleeing violence in Central America and work with our regional partners to address the root causes of violence.","201.2",NA
"We must take particular care with children, which is why we should guarantee government-funded counsel for unaccompanied children in immigration courts.","201.2",NA
"We should consider all available means of protecting these individuals from the threats to their lives and safety—including strengthening in-country and third-country processing, expanding the use of humanitarian parole, and granting Temporary Protected Status.","201.2",NA
"We will promote best practices among local law enforcement, in terms of how they collaborate with federal authorities, to ensure that they maintain and build trust between local law enforcement and the communities they serve.","606.1",NA
"We will also vigorously oversee any programs put in place, to make sure that there are no abuses and no arbitrary deportation programs.","605.2",NA
"We will establish an affirmative process for workers to report labor violations and to request deferred action.","602.2",NA
"We will work to ensure that all Americans—regardless of immigration status—have access to quality health care.","503",NA
"That means expanding community health centers, allowing all families to buy into the Affordable Care Act exchanges, supporting states that open up their public health insurance programs to all persons, and finally enacting comprehensive immigration reform.","504",NA
"And we will expand opportunities for DREAMers to serve in the military and to then receive expedited pathways to citizenship.","503",NA
"We will fight to end federal, state, and municipal contracts with for-profit private prisons and private detention centers.","605.2",NA
"In order to end family detention, we will ensure humane alternatives for those who pose no public threat.","605.2",NA
"We recognize that there are vulnerable communities within our immigration system who are often seeking refuge from persecution abroad, such as LGBT families, for whom detention can be unacceptably dangerous.","503",NA
"We reject attempts to impose a religious test to bar immigrants or refugees from entering the United States.","607.2",NA
"It is un-American and runs counter to the founding principles of this country.","607.2",NA
"Finally, Democrats will not stand for the divisive and derogatory language of Donald Trump.","305.2",NA
"His offensive comments about immigrants and other communities have no place in our society.","607.2",NA
"This kind of rhetoric must be rejected.","607.2",NA
"Guaranteeing Civil Rights","H",NA
"Democrats will always fight to end discrimination on the basis of race, ethnicity, national origin, language, religion, gender, age, sexual orientation, gender identity, or disability.","503",NA
"We need to promote civility and speak out against bigotry and other forms of intolerance that have entered our political discourse.","503",NA
"It is unacceptable to target, defame, or exclude anyone because of their race, ethnicity, national origin, language, religion, gender, age, sexual orientation, gender identity, or disability.","503",NA
"While freedom of expression is a fundamental constitutional principle, we must condemn hate speech that creates a fertile climate for violence.","503",NA
"We condemn Donald Trump’s demonization of prisoners of war, women, Muslims, Mexicans, and people with disabilities;","503",NA
"his playing coy with white supremacists;","503",NA
"and the climate of bigotry he is creating.","503",NA
"We also condemn the recent uptick in other forms of hate speech, like anti-Semitism and Islamophobia.","503",NA
"Guaranteeing Women’s Rights","H",NA
"We are committed to ensuring full equality for women.","503",NA
"Democrats will fight to end gender discrimination in the areas of education, employment, health care, or any other sphere.","503",NA
"We will combat biases across economic, political, and social life that hold women back and limit their opportunities and also tackle specific challenges facing women of color.","503",NA
"After 240 years, we will finally enshrine the rights of women in the Constitution by passing the Equal Rights Amendment.","503",NA
"And we will urge U.S. ratification of the Convention on the Elimination of All Forms of Discrimination Against Women.","503",NA
"Guaranteeing Lesbian, Gay, Bisexual, and Transgender Rights","H",NA
"Democrats applaud last year’s decision by the Supreme Court that recognized that LGBT people—like other Americans—have the right to marry the person they love.","604",NA
"But there is still much work to be done.","604",NA
"LGBT kids continue to be bullied at school, restaurants can refuse to serve transgender people, and same-sex couples are at risk of being evicted from their homes. That is unacceptable and must change.","503",NA
"Democrats will fight for the continued development of sex discrimination law to cover LGBT people.","503",NA
"We will also fight for comprehensive federal non-discrimination protections for all LGBT Americans, to guarantee equal rights in areas such as housing, employment, public accommodations, credit, jury service, education, and federal funding.","503",NA
"We will oppose all state efforts to discriminate against LGBT individuals, including legislation that restricts the right to access public spaces.","503",NA
"We support a progressive vision of religious freedom that respects pluralism and rejects the misuse of religion to discriminate.","604",NA
"We will combat LGBT youth homelessness and improve school climates.","503",NA
"We will support LGBT elders, ensure access to necessary health care, and protect LGBT people from violence—including ending the crisis of violence against transgender Americans.","503",NA
"We will also promote LGBT human rights","202.2",NA
"and ensure America’s foreign policy is inclusive of LGBT people around the world.","202.2",NA
"Guaranteeing Rights for People with Disabilities","H",NA
"No one should face discrimination based on disability status.","503",NA
"Democrats are committed to realizing the full promise of the Americans with Disabilities Act.","503",NA
"We will protect and expand the right of Americans with disabilities to get the accommodations and support they need to live in integrated community settings.","503",NA
"We will improve access to meaningful and gainful employment for people with disabilities.","503",NA
"We will provide tax relief to help the millions of families caring for aging relatives or family members with chronic illnesses or disabilities.","503",NA
"And we will continue to fight for ratification of the Convention on the Rights of Persons with Disabilities.","503",NA
"Respecting Faith and Service","H",NA
"Democrats know that our nation, our communities, and our lives are made vastly stronger and richer by faith in many forms and the countless acts of justice, mercy, and tolerance it inspires.","603",NA
"We believe in lifting up and valuing the good work of people of faith and religious organizations and finding ways to support that work where possible.","603",NA
"We believe in the power of national service to solve problems and break down barriers by bringing people of all backgrounds together in common purpose.","606.1",NA
"National service expands opportunity for people across America, strengthening our communities and our country.","606.1",NA
"And those who serve earn education awards that they can use for college while building valuable work skills.","606.1",NA
"We will support and strengthen AmeriCorps with the goal that every American who wants to participate in full-time national service will have the opportunity to do so.","606.1",NA
"Investing in Rural America","H",NA
"We will work to build a stronger rural and agricultural economy.","703.1",NA
"Democrats will increase funding to support the next generation of farmers and ranchers,","703.1",NA
"with particular attention given to promoting environmentally sustainable agricultural practices.","501",NA
"We will encourage programs to protect and enhance family farms, a cherished way of life for millions of Americans.","703.1",NA
"We will expand local food markets and regional food systems and provide a focused safety net to assist family operations that need support during challenging times.","703.1",NA
"And we will promote clean energy leadership and collaborative stewardship of our natural resources,","501",NA
"while expanding opportunities in rural communities across America.","703.1",NA
"While the EPA’s new Agricultural Worker Protection Standard goes a long way to protect farmworkers from harmful pesticides and herbicides, we recognize there is a lot more we can do.","701",NA
"The Democratic Party supports stronger agricultural worker protections including regulation of work hours, elimination of child labor, ensuring adequate housing for migrant workers, and sanitary facilities in the field.","701",NA
"Democrats will spur investment to power the rural economy.","703.1",NA
"We support strengthening rural water, sewer, and broadband infrastructure to make rural businesses more competitive.","703.1",NA
"We will expand access to equity capital for businesses and expand the New Markets Tax Credit to better serve rural small businesses.","703.1",NA
"We will promote collaborative stewardship of our natural resources,","501",NA
"while developing clean fuels that will grow our economy, lower our energy bills, combat climate change, and make America the clean energy superpower of the 21st century.","416.2",NA
"We will provide assistance to producers who conserve and improve natural resources on their farms and double loan guarantees that support the bio-based economy’s dynamic growth.","416.2",NA
"Ending Poverty and Investing in Communities Left Behind","H",NA
"We reaffirm our commitment to eliminate poverty.","503",NA
"Democrats will develop a national strategy, coordinated across all levels of government, to combat poverty.","408",NA
"We will direct more federal resources to lifting up communities that have been left out and left behind, such as the 10-20-30 model, which directs 10 percent of program funds to communities where at least 20 percent of the population has been living below the poverty line for 30 years or more.","504",NA
"We will also focus on communities that suffer from persistent poverty, including empowerment zones and areas that targeted government data indicate are in persistent poverty.","504",NA
"In the richest country in the world, no one, especially our children,","706",NA
"should go hungry.","503",NA
"This is why Democrats will protect proven programs like the Supplemental Nutrition Assistance Program (SNAP)—our nation's most important anti-hunger program—that help struggling families put food on the table.","504",NA
"We will also help people grow their skills through jobs and skills training opportunities.","701",NA
"The Earned Income Tax Credit (EITC) program should be expanded for low-wage workers not raising children, including extending the credit to young workers starting at age 21.","504",NA
"The Child Tax Credit (CTC) should be expanded, for example, by making more of it refundable, or indexed to inflation to stem the erosion of the credit.","504",NA
"Democrats will also do more to invest in our most distressed communities—from our cities to coal country to the Rust Belt.","503",NA
"We will create good-paying jobs and enhance opportunities by investing in small business, youth employment, and reentry programs for formerly incarcerated people.","504",NA
"We will expand and make permanent the New Markets Tax Credit.","402",NA
"We will improve safety by repairing crumbling infrastructure in communities that need it most","411",NA
"as well as on tribal lands.","607.3",NA
"And we will make investments in affordable housing near good jobs and good schools.","504",NA
"Building Strong Cities and Metro Areas","H",NA
"Democrats have a comprehensive agenda to invest in America’s cities, grounded on the premise that local leaders are best equipped to create a better future for their residents —but need the resources and flexibility to get the job done.","301",NA
"We also recognize there is no easy way to build strong neighborhoods and strong cities, but rather we must address the challenge across many interconnected fronts—from housing, to schools, to jobs, to transportation, to health.","408",NA
"We will dramatically increase federal infrastructure funding for our cities—making significant new investments in roads and bridges, public transit, drinking and wastewater systems, broadband, schools, and more.","411",NA
"Democrats also will revitalize communities being dragged down by physical decay by building on programs like the Neighborhood Stabilization Program and the Hardest Hit Fund, which have helped cities across the country begin to address these challenges.","411",NA
"We will provide resources to help overcome blight, expand Community Development Block Grant funds, provide more housing support to high-poverty communities, and build more affordable rental housing units.","411",NA
"We will support entrepreneurship and small business growth in cities by providing mentoring and training to entrepreneurs and small business owners in underserved communities","402",NA
"as well as expanding federal funding for the New Markets Tax Credit, community development financial institutions, and the State Small Business Credit Initiative.","402",NA
"Promoting Arts and Culture","H",NA
"Democrats are proud of our support for arts funding and education.","502",NA
"We are committed to continuing the policies and programs that have already done so much for our creative arts industry and economy.","502",NA
"Investment in the arts strengthens our communities","502",NA
"and contributes to our nation’s rich cultural heritage.","502",NA
"We will continue to support public funding for the National Endowment for the Arts, for the National Endowment for the Humanities, and for programs providing art and music education in primary and secondary schools.","502",NA
"The entire nation prospers when we protect and promote the unique artistic and cultural contributions of the women and men who create and preserve our nation’s heritage.","502",NA
"Honoring Indigenous Tribal Nations","H",NA
"We have a profound moral and legal responsibility to the Indian tribes—throughout our history we have failed to live up to that trust.","607.3",NA
"That is why the Democratic Party will fulfill, honor, and strengthen to the highest extent possible the United States’ fundamental trust responsibility,","607.3",NA
"grounded in the Constitution, treaties, and case law to American Indian and Alaska Native tribes.","607.3",NA
"We recognize the inherent sovereignty of Indian nations and will work to enact laws and policies that strengthen, not reduce, the powers of Indian nations over people who interact with them in Indian Country.","607.3",NA
"We will work on a government-to-government basis to continue to empower Indian nations,","607.3",NA
"and to provide sufficient and meaningful resources to Indian tribes to bolster economic development and self-determination.","607.3",NA
"As Democrats, we will constantly seek to ensure that American Indian communities are safe, healthy, educated, innovative, and prosperous.","503",NA
"We will restore tribal lands by continuing to streamline the land-into-trust process and recognize the right of all tribes to protect their lands, air, and waters.","607.3",NA
"We will continue to work on a government-to-government basis to address chronic underfunding,","607.3",NA
"and provide meaningful resources and financial investments that will empower American Indian tribes through increased economic development and infrastructure improvements on tribal lands.","607.3",NA
"We will strengthen the operation of tribal housing programs, and reauthorize the Indian Housing Block Grant Program.","607.3",NA
"We will increase affordable and safe housing and fight to significantly reduce homelessness on and off Indian reservations,","503",NA
"especially among Native youth and veterans.","503",NA
"We will invest in Indian education from early childhood through higher education.","506",NA
"We will fully fund the Bureau of Indian Education (BIE),","506",NA
"strengthen self-determination to enable culturally-tailored learning unique to each tribal nation,","607.3",NA
"and help to recruit and retain qualified teachers for Native learners.","504",NA
"Democrats will continue to support President Obama's Generation Indigenous initiative that has made important strides in promoting new investments and increased engagement with American Indian youth","506",NA
", including by continuing efforts to reform the BIE to provide students attending BIE-funded schools with a world-class culturally-based education.","506",NA
"We also support the elimination of school and sports mascots that reflect derogatory stereotypes and that perpetuate racism.","503",NA
"We will strengthen tribal sovereignty and tribal jurisdiction by enacting laws and policies that enhance the ability of Indian nations to govern their territories,","607.3",NA
"keep their communities safe,","605.1",NA
"and prosecute crimes committed on tribal lands.","605.1",NA
"We will build on the important provisions in the Violence Against Women Reauthorization Act of 2013, which reaffirmed the right of Indian tribes to prosecute perpetrators regardless of race who commit domestic violence on tribal lands.","607.3",NA
"Democrats will continue to work to address criminal justice gaps that undermine the safety of tribal communities.","503",NA
"And we will back these efforts through robust investments in effective tribal law enforcement and tribal courts.","607.3",NA
"We believe that health care is a core federal trust responsibility,","504",NA
"and we support a robust expansion of the health care provided by the Indian Health Service.","504",NA
"We will work to fully fund the Indian Health Service, Tribal, and Urban Indian health care system and","504",NA
"to ensure that all American Indians have adequate, safe, and affordable access to primary care providers, including oral health, mental health practitioners, and substance abuse treatment options.","504",NA
"We acknowledge the past injustices and the misguided, harmful federal and state policies and actions based on outdated and discredited values and beliefs that resulted in the destruction of the Indian nations’ economies,","607.3",NA
"social, and religious systems,","607.3",NA
"the taking of their lands,","607.3",NA
"and the creation of intergenerational trauma that exists to this day.","607.3",NA
"We believe that we have a moral and profound duty to honor, respect, and uphold our sacred obligation to the Indian nations and Indian peoples.","607.3",NA
"We will manage for tribal sacred places,","607.3",NA
"and empower tribes to maintain and pass on traditional religious beliefs, languages, and social practices","607.3",NA
"without fear of discrimination or suppression.","607.3",NA
"We also believe that Native children are the future of tribal nations and that the Indian Child Welfare Act is critical to the survival of Indian culture, government, and communities and must be enforced with the statutory intent of the law.","607.3",NA
"We will strengthen Indian voting rights, including improved access to polling locations.","607.3",NA
"We will build on federal programs to reduce the disproportionate incarceration of American Indian and Alaska Native men and women,","607.3",NA
"reduce disparities in prison sentencing,","503",NA
"protect the religious rights of Native prisoners,","607.3",NA
"reduce barriers to prisoner reentry,","503",NA
"and offer access to housing and employment upon reentry.","504",NA
"We are committed to principles of environmental justice in Indian Country","501",NA
"and we recognize that nature in all its life forms has the right to exist, persist, maintain, and regenerate its vital cycles.","501",NA
"We call for a climate change policy that protects tribal resources,","607.3",NA
"protects tribal health,","607.3",NA
"and provides accountability through accessible, culturally appropriate participation and strong enforcement.","607.3",NA
"Our climate change policy will cut carbon emission, address poverty, invest in disadvantaged communities, and improve both air quality and public health.","501",NA
"We support the tribal nations efforts to develop wind, solar, and other clean energy jobs.","501",NA
"We will engage in meaningful and productive consultation with Tribal Leaders, and will host a White House Tribal Nations Conference annually bringing together cabinet and senior level federal officials to gather input from Tribal Nations when formulating federal policy impacting tribes.","607.3",NA
"Democrats believe that American Indian/Alaska Natives shall be represented in the federal government to properly reflect their needs","607.3",NA
"and will work to appoint American Indian/Alaska Natives to key positions, including retaining a senior level policy position in the White House Domestic Policy Council.","607.3",NA
"We will strengthen the White House Council on Native American Affairs.","607.3",NA
"Democrats will increase engagement with American Indians/Alaska Natives living outside of tribal communities.","607.3",NA
"Democrats also support efforts for self-governance and self-determination of Native Hawaiians.","607.3",NA
"Native Hawaiians are the indigenous, aboriginal people of Hawai'i whose values and culture are the foundation of the Hawaiian Islands.","607.3",NA
"We support proactive actions by the federal government to enhance Native Hawaiian culture, health, language, and education.","607.3",NA
"We recognize and honor the contributions and sacrifices made in service to our country by Native Hawaiians.","607.3",NA
"Fighting for the People of Puerto Rico","H",NA
"And we are committed to addressing the extraordinary challenges faced by our fellow citizens in Puerto Rico.","503",NA
"Many stem from the fundamental question of Puerto Rico’s political status.","202.1",NA
"Democrats believe that the people of Puerto Rico should determine their ultimate political status from permanent options that do not conflict with the Constitution, laws, and policies of the United States.","202.1",NA
"Democrats are committed to promoting economic opportunity","410",NA
"and good-paying jobs for the hardworking people of Puerto Rico.","701",NA
"We also believe that Puerto Ricans must be treated equally by Medicare, Medicaid, and other programs that benefit families.","504",NA
"Puerto Ricans should be able to vote for the people who make their laws,","202.3",NA
"just as they should be treated equally.","503",NA
"All American citizens, no matter where they reside, should have the right to vote for the President of the United States.","202.1",NA
"Finally, we believe that federal officials must respect Puerto Rico’s local self-government as laws are implemented and Puerto Rico’s budget and debt are restructured so that it can get on a path towards stability and prosperity.","202.1",NA
"Honoring the People of the Territories","H",NA
"We also recognize and honor the contributions and the sacrifices made in service of our country by the Americans living in the territories of Guam, American Samoa, the U. S. Virgin Islands, and the Commonwealth of the Northern Mariana Islands.","301",NA
"We support self-government and self-determination for the people of the territories,","301",NA
"and their right to decide their future status.","202.1",NA
"All Americans should be able to vote for the people who make their laws,","202.3",NA
"just as they should be treated equally.","503",NA
"And all American citizens, no matter where they reside, should have the right to vote for the President of the United States.","202.1",NA
"We will work as partners to the people of Guam on military matters,","104",NA
"believe veterans from Guam and the Virgin Islands should have access to timely and quality Department of Veterans Affairs (VA) care,","104",NA
"and take seriously the unique health care challenges that Pacific Island communities face.","503",NA
"And we support reviewing the feasibility of extending the ACA to all the territories and increasing the Medicaid cap.","504",NA
"For all those who live under our flag, we support strong economic development","410",NA
"and will work towards fair and equitable treatment under federal programs.","503",NA
"Protect Voting Rights, Fix Our Campaign Finance System, and Restore Our Democracy","H",NA
"Democrats know that Americans’ right to vote is sacred and fundamental.","202.1",NA
"We believe that we must protect Americans’ right to vote,","202.1",NA
"while stopping corporations’ outsized influence in elections.","503",NA
"We must rectify the Supreme Court decision gutting the Voting Rights Act, which is a profound injustice.","503",NA
"We will stop efforts by Republican governors and legislatures to disenfranchise people of color, low-income people, and young people,","503",NA
"and prevent these voters from exercising their right to vote through onerous restrictions.","202.1",NA
"We will ensure that election officials comply with voting protections, including provisions mandating bilingual materials and voter assistance.","202.1",NA
"And we will fight to reform our broken campaign finance system,","403",NA
"which gives outsized influence to billionaires and big corporations.","503",NA
"It’s time we give back control of our elections to those to whom it belongs—the American people.","202.1",NA
"Protecting Voting Rights","H",NA
"The Democratic Party was founded on the promise of an expanded democracy.","202.1",NA
"The right to vote is at the heart of our national vision.","202.1",NA
"It is a core principle of the Democratic Party to maximize voter participation for all Americans.","202.1",NA
"Our democracy suffers when nearly two thirds of our citizens do not or cannot participate, as in the last midterm elections.","202.1",NA
"Democrats believe we must make it easier to vote, not harder.","202.1",NA
"We must restore the full protections of the Voting Rights Act.","503",NA
"We will bring our democracy into the 21st century by expanding early voting and vote-by-mail,","202.1",NA
"implementing universal automatic voter registration and same day voter registration,","202.1",NA
"ending partisan and racial gerrymandering, and making Election Day a national holiday.","202.1",NA
"We will restore voting rights for those who have served their sentences.","202.1",NA
"And we will continue to fight against discriminatory voter identification laws,","503",NA
"which disproportionately burden young voters, diverse communities, people of color, low-income families, people with disabilities, the elderly, and women.","503",NA
"We support fully funding the Help America Vote Act and will work to fulfill the promise of election reform,","202.1",NA
"including fighting to end long lines at voting booths","202.1",NA
"and ensuring that all registration materials, voting materials, polling places, and voting machines are truly accessible to seniors, Americans with disabilities, and citizens with limited English proficiency.","503",NA
"We will support local, county, and state governments in their efforts to upgrade old voting equipment and machines with modern systems, including voter-verified paper ballots,","301",NA
"to ensure that all voters are able to exercise this sacred right in the quickest, most convenient, secure and accurate manner possible.","202.1",NA
"Republicans have enacted various voter suppression tactics from Ohio to Florida,","202.1",NA
"and even though some federal courts have already found that these measures go too far,","202.1",NA
"Democrats will continue to fight these laws to preserve the fundamental right to vote.","202.1",NA
"We support efforts to defeat ill-motivated voter suppression tactics.","202.1",NA
"We also support Ohio’s proposed Voters Bill of Rights amendment, North Carolina’s Moral Monday movement, and similar initiatives to permanently safeguard this inalienable right.","202.1",NA
"Fixing Our Broken Campaign Finance System","H",NA
