"text","cmp_code","eu_code"
"raising or repealing contribution limits,","201.1",NA
"protecting the political speech of advocacy groups, corporations, and labor unions,","201.1",NA
"and protecting political speech on the internet.","201.2",NA
"We likewise call for an end to the so-called Fairness Doctrine,","201.1",NA
"and support free-market approaches to free speech unregulated by government.","401",NA
"We believe the forced funding of political candidates through union dues and other mandatory contributions violates the First Amendment.","702",NA
"Just as Americans have a First Amendment right to devote resources to favored candidates or views, they have a First Amendment right not to be forced to individually support individuals or ideologies that they oppose.","702",NA
"We agree with Thomas Jefferson that “To compel a man to furnish contributions of money for the propagation of opinions which he disbelieves and abhors is sinful and tyrannical.”","201.1",NA
"The Second Amendment: Our Right to Keep and Bear Arms","H",NA
"We uphold the right of individuals to keep and bear arms, a natural inalienable right that predates the Constitution and is secured by the Second Amendment.","201.1",NA
"Lawful gun ownership enables Americans to exercise their God-given right of selfdefense for the safety of their homes, their loved ones, and their communities.","201.1",NA
"We salute the Republican Congress for defending the right to keep and bear arms by preventing the President from installing a new liberal majority on the Supreme Court.","201.1",NA
"The confirmation to the Court of additional anti-gun justices would eviscerate the Second Amendment's fundamental protections.","201.1",NA
"Already, local officials in the nation's capital and elsewhere are defying the Court's decisions upholding an individual right to bear arms as affirmed by the Supreme Court in Heller and McDonald.","201.1",NA
"We support firearm reciprocity legislation to recognize the right of law-abiding Americans to carry firearms to protect themselves and their families in all 50 states.","201.1",NA
"We support constitutional carry statutes and salute the states that have passed them.","201.1",NA
"We oppose ill-conceived laws that would restrict magazine capacity or ban the sale of the most popular and common modern rifle.","201.1",NA
"We also oppose any effort to deprive individuals of their right to keep and bear arms without due process of law.","201.1",NA
"We condemn frivolous lawsuits against gun manufacturers and the current Administration's illegal harassment of firearm dealers.","201.1",NA
"We oppose federal licensing or registration of law-abiding gun owners, registration of ammunition, and restoration of the ill-fated Clinton gun ban.","201.1",NA
"We call for a thorough investigation — by a new Republican administration — of the deadly “Fast and Furious” operation perpetrated by Department of Justice officials who approved and allowed illegal sales of guns to known violent criminals.","605.1",NA
"The Fourth Amendment: Liberty and Privacy","H",NA
"Affirming the Fourth Amendment “right of the people to be secure in their houses, papers, and effects, against unreasonable searches and seizures,”","201.1",NA
"we call for strict limitations on the use of aerial surveillance on U.S. soil,","201.1",NA
"with the exception of patrolling our national borders for illegal entry and activity.","104",NA
"We oppose any attempts by government to require surveillance devices in our daily lives, including tracking devices in motor vehicles.","201.1",NA
"In recent years, technology companies have responded to market demand for products and services that protect the privacy of customers through increasingly sophisticated encryption technology.","411",NA
"These increased privacy protections have become crucial to the digital economy.","201.1",NA
"At the same time, however, such innovations have brought new dangers, especially from criminals and terrorists who seek to use encryption technology to harm us.","104",NA
"No matter the medium, citizens must retain the right to communicate with one another free from unlawful government intrusion.","201.1",NA
"It will not be easy to balance privacy rights with the government's legitimate need to access encrypted information.","201.1",NA
"This issue is too important to be left to the courts.","202.3",NA
"A Republican president and a Republican Congress must listen to the American people and forge a consensus solution.","201.1",NA
"The Foreign Account Tax Compliance Act (FATCA) and the Foreign Bank and Asset Reporting Requirements result in government's warrantless seizure of personal financial information without reasonable suspicion or probable cause.","201.1",NA
"Americans overseas should enjoy the same rights as Americans residing in the United States, whose private financial information is not subject to disclosure to the government except as to interest earned.","201.1",NA
"The requirement for all banks around the world to provide detailed information to the IRS about American account holders outside the United States has resulted in banks refusing service to them.","201.1",NA
"Thus, FATCA not only allows “unreasonable search and seizures” but also threatens the ability of overseas Americans to lead normal lives.","201.1",NA
"We call for its repeal and for a change to residency-based taxation for U.S. citizens overseas.","201.1",NA
"The Fifth Amendment: Protecting Human Life","H",NA
"The Constitution's guarantee that no one can “be deprived of life, liberty or property” deliberately echoes the Declaration of Independence's proclamation that “all” are “endowed by their Creator” with the inalienable right to life.","203",NA
"Accordingly, we assert the sanctity of human life and affirm that the unborn child has a fundamental right to life which cannot be infringed.","603",NA
"We support a human life amendment to the Constitution and legislation to make clear that the Fourteenth Amendment's protections apply to children before birth.","603",NA
"We oppose the use of public funds to perform or promote abortion or to fund organizations, like Planned Parenthood,","603",NA
"so long as they provide or refer for elective abortions or sell fetal body parts rather than provide healthcare.","603",NA
"We urge all states and Congress to make it a crime to acquire, transfer, or sell fetal tissues from elective abortions for research,","603",NA
"and we call on Congress to enact a ban on any sale of fetal body parts.","603",NA
"In the meantime, we call on Congress to ban the practice of misleading women on so-called fetal harvesting consent forms, a fact revealed by a 2015 investigation.","603",NA
"We will not fund or subsidize healthcare that includes abortion coverage.","505",NA
"We support the appointment of judges who respect traditional family values and the sanctity of innocent human life.","603",NA
"We oppose the non-consensual withholding or withdrawal of care or treatment, including food and water, from individuals with disabilities, newborns, the elderly, or the infirm, just as we oppose euthanasia and assisted suicide.","603",NA
"We affirm our moral obligation to assist, rather than penalize, women who face an unplanned pregnancy.","603",NA
"In order to encourage women who face an unplanned pregnancy to choose life,","603",NA
"we support legislation that requires financial responsibility for the child be equally borne by both the mother and father upon conception until the child reaches adulthood.","503",NA
"Failure to require a father to be equally responsible for a child places an inequitable burden on the mother,","503",NA
"creating a financial and social hardship on both mother and child.","503",NA
"We celebrate the millions of Americans who open their hearts, homes, and churches to mothers in need and women fleeing abuse.","606.1",NA
"We thank and encourage providers of counseling, medical services, and adoption assistance for empowering women experiencing an unintended pregnancy to choose life.","606.1",NA
"We support funding for ultrasounds and adoption assistance.","504",NA
"We salute the many states that now protect women and girls through laws requiring informed consent, parental consent, waiting periods, and clinic regulation.","603",NA
"We condemn the Supreme Court's activist decision in Whole Woman’s Health v. Hellerstedt striking down commonsense Texas laws providing for basic health and safety standards in abortion clinics.","603",NA
"We applaud the U.S. House of Representatives for leading the effort to add enforcement to the Born-Alive Infant Protection Act by passing the Born-Alive Abortion Survivors Protection Act,","603",NA
"which imposes appropriate civil and criminal penalties on healthcare providers who fail to provide treatment and care to an infant who survives an abortion, including early induction delivery whether the death of the infant is intended.","603",NA
"We strongly oppose infanticide.","605.1",NA
"Over a dozen states have passed Pain-Capable Unborn Child Protection Acts prohibiting abortion after twenty weeks, the point at which current medical research shows that unborn babies can feel excruciating pain during abortions, and we call on Congress to enact the federal version.","603",NA
"Not only is it good legislation, but it enjoys the support of a majority of the American people.","202.1",NA
"We support state and federal efforts against the cruelest forms of abortion, especially dismemberment abortion procedures, in which unborn babies are literally torn apart limb from limb.","603",NA
"We call on Congress to ban sex-selection abortions and abortions based on disabilities — discrimination in its most lethal form.","503",NA
"We oppose embryonic stem cell research.","603",NA
"We oppose federal funding of embryonic stem cell research.","603",NA
"We support adult stem cell research and urge the restoration of the national placental stem cell bank created by President George H.W. Bush","411",NA
"but abolished by his Democrat successor, President Bill Clinton.","411",NA
"We oppose federal funding for harvesting embryos and call for a ban on human cloning.","603",NA
"The Democratic Party is extreme on abortion.","603",NA
"Democrats' almost limitless support for abortion, and their strident opposition to even the most basic restrictions on abortion,","603",NA
"put them dramatically out of step with the American people.","202.1",NA
"Because of their opposition to simple abortion clinic safety procedures, support for taxpayer-funded abortion, and rejection of pregnancy resource centers that provide abortion alternatives,","603",NA
"the old Clinton mantra of “safe, legal, and rare” has been reduced to just “legal.”","603",NA
"We are proud to be the party that protects human life and offers real solutions for women.","603",NA
"The Fifth Amendment: Protecting Private Property","H",NA
"The Framers of our government knew, from history and experience,","601.1",NA
"that when private property is not secure, freedom is at risk.","401",NA
"That is why the Fifth Amendment declares that private property may not be “taken for public use without just compensation.”","203",NA
"The Supreme Court's Kelo decision undermined this safeguard by allowing local governments to seize a person's home or land not only for vital public use, but also for “public purpose,”","401",NA
"which thus allowed the government to seize it for transfer to private developers or other private entities.","401",NA
"We call on any state legislatures that have not already done so to nullify the impact of Kelo within their jurisdiction by legislation or state constitutional amendments declaring that private property may be taken only for true public use,","401",NA
"and we join House Republicans in supporting the Private Property Rights Protection Act.","401",NA
"The government at every level must always pay just compensation whenever it takes private property to achieve a compelling public use,","401",NA
"with the money coming from the budget of the agency performing the taking.","401",NA
"This includes the taking of water rights and the taking of property by environmental regulations that destroy or diminish the property's value.","401",NA
"Civil asset forfeiture was originally intended as a way to cripple organized crime through the seizure of property used in a criminal enterprise.","605.1",NA
"Regrettably, it has become a tool for unscrupulous law enforcement officials,","605.2",NA
"acting without due process,","201.2",NA
"to profit by destroying the livelihood of innocent individuals,","605.2",NA
"many of whom never recover the lawful assets taken from them.","201.1",NA
"When the rights of the innocent can be so easily violated, no one's rights are safe.","201.1",NA
"We call on Congress and state legislatures to enact reforms to protect law-abiding citizens against abusive asset forfeiture tactics.","401",NA
"The Fifth Amendment: Intellectual Property Rights","H",NA
"Private property includes not only physical property such as lands and homes, but also intellectual property like books and patents.","401",NA
"Article 1, section 8 of the Constitution gives Congress the power to safeguard intellectual property rights for “Authors and Inventors.”","203",NA
"By protecting the proprietary rights of creators and innovators, the Constitution promotes the general welfare by providing incentives for investment in all sorts of technology","401",NA
"and artistic works.","502",NA
"Intellectual property is a driving force in today's global economy of constant innovation.","502",NA
"It is the wellspring of American economic growth and job creation.","410",NA
"With the rise of the digital economy, it has become even more critical that we protect intellectual property rights","401",NA
"and preserve freedom of contract rather than create regulatory barriers to creativity, growth, and innovation.","401",NA
"Protecting intellectual property is also a national security issue.","104",NA
"We must guard against counterfeit parts that can compromise the reliability of our weapons systems","104",NA
"and the safety of military personnel.","104",NA
"Today, the worst offenses against intellectual property rights come from abroad, especially in China.","109",NA
"We call for strong action by Congress and a new Republican president to enforce intellectual property laws against all infringers, whether foreign or domestic.","104",NA
"The Ninth Amendment: The People’s Retained Rights","H",NA
"The Ninth Amendment to the Constitution declares that “[t]he enumeration in the Constitution of certain rights shall not be construed to deny or disparage others retained by the people.”","203",NA
"This provision codifies the principle that our national government derives its power from the governed and that all powers not delegated to the government are retained by the people.","202.1",NA
"We call upon legislators to give full force to this fundamental principle.","202.1",NA
"We welcome to our ranks all citizens who are determined to reclaim the rights of the people that have been ignored or usurped by the federal and intrusive state governments.","202.1",NA
"The Tenth Amendment: Federalism as the Foundation of Personal Liberty",NA,NA
"Federalism is a cornerstone of our constitutional system.","301",NA
"Every violation of state sovereignty by federal officials is not merely a transgression of one unit of government against another;","301",NA
"it is an assault on the liberties of individual Americans.","201.1",NA
"Hence the promise of the Tenth Amendment: “The powers not delegated to the United States by the Constitution, nor prohibited by it to the states, are reserved to the States respectively, or to the people.”","301",NA
"The Constitution gives the federal government very few powers, and they are specifically enumerated;","301",NA
"the states and the people retain authority over all unenumerated powers.","301",NA
"In obedience to that principle, we condemn the current Administration’s unconstitutional expansion into areas beyond those specifically enumerated,","301",NA
"including bullying of state and local governments in matters ranging from voter identification (ID) laws, to immigration, from healthcare programs to land use decisions,","301",NA
"and from forced education curricula to school restroom policies.","603",NA
"We pledge to restore the proper balance and vertical separation of powers between the federal government and state governments","301",NA
"- the governments closest to, and most reflective of, the American people.","201.1",NA
"We encourage states to reinvigorate their traditional role as the laboratories of democracy,","301",NA
"propelling the nation forward through local and state innovation.","411",NA
"Big government undermines federalism through more than 1,100 grants-in-aid programs that consume more than one-sixth of the federal budget","301",NA
"for matters that should be the exclusive responsibility of the states.","301",NA
"Through these programs, money originating from state taxpayers is returned to the states,","301",NA
"usually greatly reduced, with myriad strings attached.","301",NA
"These grants turn state and local elected officials into agents of the federal government.","301",NA
"The web of conditions and regulations —","402",NA
"especially the requirement of matching funds that comes with federal grants -","301",NA
"transforms recipients into appendages of the Washington bureaucracy.","301",NA
"We call upon Congress to help a Republican president to reduce and ultimately eliminate this system of conditioned grants","301",NA
"so that state and local taxpayers can decide for themselves what is best for their own communities.","201.1",NA
"Honest Elections and the Electoral College","H",NA
"We oppose the National Popular Vote Interstate Compact and any other scheme to abolish or distort the procedures of the Electoral College.","203",NA
"An unconstitutional effort to impose National Popular Vote would be a grave threat to our federal system","203",NA
"and a guarantee of corruption, as every ballot box in every state would offer a chance to steal the presidency.","203",NA
"We urge state legislatures that have voted for this proposal to rescind their approval.","203",NA
"Honest Elections and the Right to Vote","H",NA
"Honest elections are the foundation of representative government.","202.1",NA
"We pledge to protect the voting rights of every citizen,","202.1",NA
"as well as their rights of conscience when they are harassed or denied a job because of their contributions to a candidate or a cause.","603",NA
"We support state efforts to ensure ballot access for the elderly, the handicapped, military personnel, and all legitimate voters.","503",NA
"We urge state and local officials to take all appropriate steps to allow voters to cast their ballots in a timely manner.","303",NA
"We are concerned, however, that some voting procedures may be open to abuse.","202.1",NA
"For this reason, we support legislation to require proof of citizenship when registering to vote and secure photo ID when voting.","605.1",NA
"We strongly oppose litigation against states exercising their sovereign authority to enact such laws.","605.1",NA
"In addition, to guarantee that everyone’s vote is counted,","202.1",NA
"we urge that electronic voting systems have a voter-verified paper audit trail.","202.1",NA
"We urge every state to join the Interstate Voter Registration Cross Check Program to keep voter rolls accurate","202.1",NA
"and to prevent people from voting in more than one state in the same election.","605.1",NA
"To guard against foreign involvement in our elections, we call for vigilance regarding online credit card contributions to candidates and campaigns.","104",NA
"The members of our Armed Forces must not be denied the basic rights that they are defending for others.","706",NA
"Our troops, wherever stationed, must be allowed to vote in a timely manner.","706",NA
"We call upon the entire military chain of command to ensure the voting rights of our citizen soldiers.","706",NA
"The Constitution gives Congress authority to conduct the decennial census ""in such Manner as they shall by Law direct.”","203",NA
"In order to preserve the principle of one person, one vote, we urge our elected representatives to ensure that citizenship,","202.1",NA
"rather than mere residency, be made the basis for the apportionment of representatives among the states.","601.2",NA
"America’s Natural Resources: Agriculture, Energy, and the Environment","H",NA
"We are the party of America's growers, producers, farmers, ranchers, foresters, miners, commercial fishermen,","703.1",NA
"and all those who bring from the earth the crops, minerals, energy, and the bounties of our seas that are the lifeblood of our economy.","703.1",NA
"Their labor and ingenuity, their determination in bad times and love of the land at all times,","703.1",NA
"powers our economy,","703.1",NA
"creates millions of jobs,","703.1",NA
"and feeds billions of people around the world.","703.1",NA
"Only a few years ago, a bipartisan consensus in government valued the role of extractive industries","703.1",NA
"and rewarded their enterprise by minimizing its interference with their work.","401",NA
"That has radically changed.","401",NA
"We look in vain within the Democratic Party for leaders who will speak for the people of agriculture, energy, and mineral production","305.1",NA
"Abundant Harvests","H",NA
"Agricultural production and exports are central to the Republican agenda for jobs, growth, expanded trade, and prosperity.","703.1",NA
"Because our farmers and ranchers care for the land,","703.1",NA
"the United States does not depend on foreign imports for sustenance.","109",NA
"Americans spend a smaller percentage of their income on food than any other nation.","703.1",NA
"On average, one American farm produces enough food to feed 155 people.","703.1",NA
"No other nation has been as generous with food aid to the needy.","703.1",NA
"We have good reason to celebrate our domestic security in food.","703.1",NA
"We are the largest agricultural exporter in the world,","703.1",NA
"and our exports are vital for other sectors of our economy.","703.1",NA
"Those exports drive additional economic growth as each dollar of agricultural exports generates another $1.27 in business activity.","410",NA
"That is why we remain committed to expanding trade opportunities and opening new markets for agriculture.","703.1",NA
"Under a Republican president, America's trade negotiators will insist that our global trading partners adhere to science-based standards with regard to food and health regulations.","407",NA
"We will not tolerate the use of bogus science and scare tactics to bar our products from foreign markets,","407",NA
"nor will we allow insufficient health and safety standards for products imported for our consumption.","403",NA
"We must also ensure that domestic policies do not compromise our global competitiveness through overregulation and undue interference in the marketplace.","401",NA
"There is growing recognition that federal dairy policies, crafted during the Great Depression, are increasingly an impediment to the ability of our dairy producers to meet the expected doubling in global demand coming by 2030.","401",NA
"We oppose the policies pushed by special interest groups seeking to stop or make more expensive our current system of safe, efficient, and humane production of meat.","401",NA
"Congress has repeatedly had to block the current Administration's draconian rules concerning the marketing of poultry and livestock.","401",NA
"This regulatory impulse must be curbed,","401",NA
"not on a case-by-case basis, but through a fundamental restructuring of the regulatory process.","401",NA
"In the meantime, the intrusive and expensive federal mandates on food options and menu labeling should be ended as soon as possible by a Republican Congress.","703.1",NA
"We oppose the mandatory labeling of genetically modified food,","401",NA
"which has proven to be safe, healthy, and a literal life-saver for millions in the developing world.","107",NA
"The Democratic Administration's sustained support for additional regulation of agriculture has directly resulted in higher costs of production for those who produce the food we eat.","401",NA
"This federal regulatory overreach has resulted and will continue to result in higher food prices for Americans.","401",NA
"These higher food costs are particularly challenging for those Americans struggling to make ends meet.","503",NA
"Like the rest of the economy, agriculture has suffered through eight years of the Democrats' regulatory juggernaut, particularly from the Environmental Protection Agency (EPA).","703.1",NA
"States, not Washington bureaucrats, are best equipped to engage farmers and ranchers to develop sound farm oversight policies.","301",NA
"The EPA's Waters of the United States (WOTUS) rule, issued jointly with the Army Corps of Engineers, is a travesty.","703.1",NA
"It extends the government's jurisdiction over navigable waters into the micro-management of puddles and ditches on farms, ranches, and other privately-held property.","703.1",NA
"Ditches, dry creek beds, stock ponds, prairie potholes, and other non- navigable wet areas are already regulated by the states.","703.1",NA
"WOTUS is now subject to judicial review and must be invalidated,","703.1",NA
"but that will not be sufficient.","703.1",NA
"Unelected bureaucrats must be stopped from furthering the Democratic Party's political agenda through regulatory demands forced upon citizens and businesses beyond that which is required by law.","201.1",NA
"We must never allow federal agencies to seize control of state waters, watersheds, or groundwater.","401",NA
"State waters, watersheds, and groundwater must be the purview of the sovereign states.","703.1",NA
"Farmers and ranchers are among this country's leading conservationists.","703.1",NA
"Modern farm practices and technologies,","703.1",NA
"supported by programs from the Department of Agriculture,","703.1",NA
"have led to reduced erosion, improved water and air quality, increased wildlife habitat,","703.1",NA
"all the while maintaining improved agricultural yields.","703.1",NA
"This stewardship of the land benefits everyone,","703.1",NA
"and we remain committed to conservation policies based on the preservation, not the restriction, of working lands.","703.1",NA
"For this reason, ranching on public lands must be fostered, developed, and encouraged.","703.1",NA
"This includes providing for an abundant water supply for America's farmers, ranchers, and their communities.","703.1",NA
"Farming and ranching remain high-risk endeavors, and they cannot be isolated from market forces.","401",NA
"No segment of agriculture can expect treatment so favorable that it seriously disadvantages workers in other trades.","703.2",NA
"Federal programs to assist farmers in managing risk must be as cost-effective as they are functional,","401",NA
"offering tools that can improve producers' ability to operate when times are tough","703.1",NA
"while remaining affordable to the taxpayers.","401",NA
"Even so, the expansion of agricultural exports through the vigorous opening of new markets around the world is the surest path to farm security.","703.1",NA
"While uncertainty about natural weather and markets is a risk farmers and ranchers always face,","703.1",NA
"government should not add to their uncertainty by inaction and delay.","401",NA
"Thanks in large part to a lack of leadership from the current Administration and congressional Democrats,","305.1",NA
"the last Farm Bill took far too long to enact,","303",NA
"creating instability about farm policy for nearly two years.","703.1",NA
"Republicans are dedicated to leading this country forward,","703.1",NA
"which includes getting things done on time, including the next Farm Bill.","303",NA
"The Democrats play politics with farm security.","703.1",NA
"Much of the Democrats’ delay had nothing to do with the vital role of American agriculture.","703.1",NA
"It concerned their efforts to expand welfare through the Supplemental Nutrition Assistance Program (SNAP),","305.1",NA
"which now comprises more than 70 percent of all farm bill spending.","505",NA
"During the last eight years of a Democratic Administration, nearly all the work requirements for able-bodied adults, instituted by our landmark welfare reform of 1996, have been removed.","505",NA
"We will restore those provisions","505",NA
"and, to correct a mistake made when the Food Stamp program was first created in 1964, separate the administration of SNAP from the Department of Agriculture.","505",NA
"Like all other sectors of our society, agriculture is directly impacted by the constant advance in technology.","703.1",NA
"Agriculture now faces a revolution in the generation of ""Big Data”","703.1",NA
"— information produced not only through public oversight of regulations and programs,","703.1",NA
"but also from private business records of farming and ranching operations.","403",NA
"In the interest of protecting the safety of our farmers and ranchers, we will advance policies to protect the security, privacy, and most of all, the private ownership of individual farmers’ and ranchers’ data.","403",NA
"The U. S. Forest Service, within the Department of Agriculture, controls around 200 million acres of land with enormous natural resources,","703.1",NA
"especially timber, a renewable resource providing jobs for thousands of workers","701",NA
"that should be used to the best economic potential for the nation.","410",NA
"Many of our national forests are in worsening health with the threat of invasive species, insect mortality, and the severe risk of wildfire.","501",NA
"The increase in catastrophic wildfires has been needlessly killing millions of animals and destroying homes and watersheds for decades in the western states.","703.1",NA
"The expense to suppress wildfires related to failed federal forest policies continues to increase.","703.1",NA
"When timber is managed properly, the renewable crops will result in fewer wildfires","703.1",NA
"and, at the same time, produce jobs in the timber industry for countless families.","701",NA
"We believe in promoting active, sustainable management of our forests","703.1",NA
"and that states can best manage our forests to improve forest health and keep communities safe.","703.1",NA
"A New Era in Energy","H",NA
"Our country has greater energy resources than any other place on earth.","411",NA
"Our engineers and miners, the men and women whose labor taps the forces of nature, are the best in the world.","411",NA
"Together, the people of America’s energy sector provide us with power that is clean, affordable, secure, and abundant.","411",NA
"Their work can guarantee the nation’s energy security for centuries to come","411",NA
"if, instead of erecting roadblocks,","401",NA
"government facilitates the creation of an all-of-the-above energy strategy.","411",NA
"We applaud congressional Republicans for doing just that through far-sighted legislation.","305.1",NA
"Both Houses have passed bills that will modernize pipelines and the electric grid,","411",NA
"protect the grid from disruption,","411",NA
"expedite energy exports,","411",NA
"and lower energy costs.","411",NA
"A Republican administration will build on those policies to find new ways to store electricity, a breakthrough of extraordinary import.","411",NA
"Planning for our energy future requires us to first determine what resources we have in reserve.","411",NA
"Thirty years ago, the world’s estimated reserves of oil were 645 billion barrels.","411",NA
"Today, that figure is 1.65 trillion barrels.","411",NA
"The more we know what we will have in the future, the better we can decide how to use it.","411",NA
"That is why we support the opening of public lands and the outer continental shelf to exploration and responsible production,","411",NA
"even if these resources will not be immediately developed.","411",NA
"Because we believe states can best promote economic growth while protecting the environment,","301",NA
"Congress should give authority to state regulators to manage energy resources on federally controlled public lands within their respective borders.","301",NA
"The Democratic Party’s energy policy can be summed up in a slogan currently popular among its activists: ""keep it in the ground.”","401",NA
"Keeping energy in the earth will keep jobs out of reach of those who need them most.","701",NA
"For low-income Americans, expensive energy means colder homes in the winter and hotter homes in the summer,","503",NA
"less mobility in employment,","503",NA
"and higher food prices.","503",NA
"The current Administration, and particularly its EPA, seems not to care.","503",NA
"Its Clean Power Plan — the centerpiece of the President’s war on coal — has been stayed by the Supreme Court.","203",NA
"We will do away with it altogether.","411",NA
"The Democratic Party does not understand that coal is an abundant, clean, affordable, reliable domestic energy resource.","411",NA
"Those who mine it and their families should be protected","701",NA
"from the Democratic Party’s radical anticoal agenda.","401",NA
"The Democratic Party’s campaign to smother the U.S. energy industry takes many forms,","401",NA
"but the permitting process may be its most damaging weapon.","401",NA
"It takes an average of 30 days for states to permit an oil or gas well.","401",NA
"It takes the federal government longer than seven months.","401",NA
"Three decades ago, the Bureau of Land Management (BLM) leased 12.2 million acres.","401",NA
"In 2014, it leased only one-tenth of that number.","401",NA
"Our nuclear industry, cleanly generating almost 20 percent of our electricity from its 99 plants, has a remarkable safety record,","411",NA
"but only a handful of plants have been permitted in over three decades.","401",NA
"Permitting for a safe, non-polluting hydroelectric facility,","401",NA
"even one that is being relicensed, can take many years because of the current President’s hostility to dams.","401",NA
"The Keystone Pipeline has become a symbol of everything wrong with the current Administration’s ideological approach.","411",NA
"After years of delay, the President killed it to satisfy environmental extremists.","410",NA
"We intend to finish that pipeline and others as part of our commitment to North American energy security.","411",NA
"Government should not play favorites among energy producers.","401",NA
"The taxpayers will not soon forget the current Administration’s subsidies to companies that went bankrupt without producing a kilowatt of energy.","401",NA
"The same Administration now requires the Department of Defense, operating with slashed budgets during a time of expanding conflict, to use its scarce resources to generate 25 percent of its electricity from renewables by 2025.","104",NA
"Climate change is far from this nation’s most pressing national security issue.","104",NA
"This is the triumph of extremism over common sense, and Congress must stop it.","202.1",NA
"We support the development of all forms of energy that are marketable in a free economy without subsidies, including coal, oil, natural gas, nuclear power, and hydropower.","401",NA
"A federal judge has struck down the BLM’s rule on hydraulic fracturing and we support upholding this decision.","401",NA
"We respect the states’ proven ability to regulate the use of hydraulic fracturing, methane emissions, and horizontal drilling,","301",NA
"and we will end the Administration’s disregard of the Nuclear Waste Policy Act with respect to the long-term storage of nuclear waste.","411",NA
"We encourage the cost-effective development of renewable energy sources — wind, solar, biomass, biofuel, geothermal, and tidal energy —","501",NA
"by private capital.","401",NA
"The United States is overwhelmingly dependent on China and other nations for rare earth and other hardrock minerals.","109",NA
"These minerals are critical to advanced technology,","411",NA
"renewable energy,","501",NA
"and defense manufacturing.","104",NA
"We support expediting the permitting process for mineral production on public lands.","401",NA
"We support lifting restrictions to allow responsible development of nuclear energy,","401",NA
"including research into alternative processes like thorium nuclear energy.","411",NA
"We oppose any carbon tax.","401",NA
"It would increase energy prices across the board,","401",NA
"hitting hardest at the families who are already struggling to pay their bills in the Democrats’ no-growth economy.","503",NA
"We urge the private sector to focus its resources on the development of carbon capture and sequestration technology still in its early stages here and overseas.","411",NA
"American energy producers should be free to export their product to foreign markets.","401",NA
"This is particularly important because of international demand for liquefied natural gas, and we must expedite the energy export terminals currently blocked by the Administration.","401",NA
"Energy exports will create high paying jobs throughout the United States,","701",NA
"reduce our nation’s trade deficit,","414",NA
"grow our economy,","410",NA
"and boost the energy security of our allies and trading partners.","107",NA
"We remain committed to aggressively expanding trade opportunities and opening new markets for American energy through multilateral and bilateral agreements,","107",NA
"whether current, pending, or negotiated in the future.","107",NA
"Energy is both an economic and national security issue.","104",NA
"We support the enactment of policies to increase domestic energy production,","411",NA
"including production on public lands,","411",NA
"to counter market manipulation by OPEC and other nationally- owned oil companies.","104",NA
"This will reduce America’s vulnerability to energy price volatility.","104",NA
"Environmental Progress","H",NA
"Conservation is inherent in conservatism.","501",NA
"As the pioneer of environmentalism a century ago, the Republican Party reaffirms the moral obligation to be good stewards of the God-given natural beauty and resources of our country.","501",NA
"We believe that people are the most valuable resources","603",NA
"and that human health and safety are the proper measurements of a policy’s success.","503",NA
"We assert that private ownership has been the best guarantee of conscientious stewardship,","401",NA
"while some of the worst instances of degradation have occurred under government control.","401",NA
"Poverty, not wealth, is the gravest threat to the environment,","410",NA
"while steady economic growth brings the technological advances which make environmental progress possible.","410",NA
"The environment is too important to be left to radical environmentalists.","501",NA
"They are using yesterday's tools to control a future they do not comprehend.","411",NA
"The environmental establishment has become a self-serving elite,","202.1",NA
"stuck in the mindset of the 1970s,","202.1",NA
"subordinating the public's consensus to the goals of the Democratic Party.","202.1",NA
"Their approach is based on shoddy science, scare tactics, and centralized command-and-control regulation.","301",NA
"Over the last eight years, the Administration has triggered an avalanche of regulation that wreaks havoc across our economy","401",NA
"and yields minimal environmental benefits.","501",NA
"The central fact of any sensible environmental policy is that, year by year, the environment is improving.","501",NA
"Our air and waterways are much healthier than they were a few decades ago.","501",NA
"As a nation, we have drastically reduced pollution,","501",NA
"mainstreamed recycling,","501",NA
"educated the public,","501",NA
"and avoided ecological degradation.","501",NA
"Even if no additional controls are added, air pollution will continue to decline for the next several decades due to technological turnover of aging equipment.","501",NA
"These successes become a challenge for Democratic Party environmental extremists, who must reach farther and demand more to sustain the illusion of an environmental crisis.","305.1",NA
"That is why they routinely ignore costs, exaggerate benefits,","401",NA
"and advocate the breaching of constitutional boundaries by federal agencies to impose environmental regulation.","203",NA
"At the same time, the environmental establishment looks the other way when environmental degradation is caused by the EPA and other federal agencies as was the case during the Animas River spill.","501",NA
"Our agenda is high on job creation,","701",NA
"expanding opportunity","503",NA
"and providing a better chance at life for everyone willing to work for it.","603",NA
"Our modern approach to environmentalism is directed to that end,","410",NA
"and it starts with dramatic change in official Washington.","301",NA
"We propose to shift responsibility for environmental regulation from the federal bureaucracy to the states","301",NA
"and to transform the EPA into an independent bipartisan commission, similar to the Nuclear Regulatory Commission, with structural safeguards against politicized science.","303",NA
"We will strictly limit congressional delegation of rule-making authority,","203",NA
"and require that citizens be compensated for regulatory takings.","402",NA
"We will put an end to the legal practice known as “sue and settle,” in which environmental groups sue federal agencies whose officials are complicit in the litigation so that, with the taxpayers excluded, both parties can reach agreement behind closed doors.","403",NA
"That deceit betrays the public's trust; it will no longer be tolerated.","403",NA
"We will also reform the Equal Access to Justice Act to cap and disclose payments made to environmental activists","401",NA
"and return the Act to its original intent.","501",NA
"We will enforce the original intent of the Clean Water Act, not it's distortion by EPA regulations.","501",NA
